spot,location,spectra,mineralogy,C_concentration_apparent,O_concentration_apparent,Na_concentration_apparent,Mg_concentration_apparent,Al_concentration_apparent,Si_concentration_apparent,S_concentration_apparent,K_concentration_apparent,Ca_concentration_apparent,Fe_concentration_apparent,Ag_concentration_apparent,P_concentration_apparent,Ti_concentration_apparent,F_concentration_apparent,Cl_concentration_apparent,Zr_concentration_apparent,Ar_concentration_apparent,Y_concentration_apparent,Mn_concentration_apparent,Th_concentration_apparent,Zn_concentration_apparent,C_wtper,O_wtper,Na_wtper,Mg_wtper,Al_wtper,Si_wtper,S_wtper,K_wtper,Ca_wtper,Fe_wtper,Ag_wtper,P_wtper,Ti_wtper,F_wtper,Cl_wtper,Zr_wtper,Ar_wtper,Y_wtper,Mn_wtper,Th_wtper,Zn_wtper
10,point,334,rock,0.2,2.73,0,0,0.81,7.42,0.16,0.24,0.48,0.17,0,0,0.02,0,0,0,0,0,0,0,0,7.6,17.29,0,0,5.94,59.03,1.52,2.13,4.42,1.83,0,0,0.25,0,0,0,0,0,0,0,0
10,point,335,rock,0,0.13,0,0,0.17,0.33,0.1,0.23,2.1,0.3,0.06,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,4.6,8.89,2.81,6.12,60.79,10.61,2.12,0,0,0,0,0,0,0,0,0,0
10,point,336,rock,1.69,4.37,0,0.15,1.86,3,0.45,0.51,0.26,0.49,0,0,0.05,0,0,0,0,0,0,0,0,33.98,21.55,0,0.87,11.12,19.18,3.23,3.56,1.87,4.24,0,0,0.4,0,0,0,0,0,0,0,0
10,point,337,rock,0.78,11.67,0.04,0.26,3.9,6.05,0.61,0.9,0.12,0.78,0,0,0.06,0,0,0,0,0,0,0,0,11.92,33.78,0.11,0.98,15.28,25.63,2.92,4.09,0.58,4.37,0,0,0.35,0,0,0,0,0,0,0,0
10,point,338,rock,0.6,9.57,0.07,0.28,3.46,5.12,0.29,0.86,0.7,0.61,0,0,0.04,0,0,0,0,0,0,0,0,10.49,33.03,0.22,1.23,15.78,25.2,1.58,4.5,3.75,3.95,0,0,0.29,0,0,0,0,0,0,0,0
10,point,339,rock,1.56,6.49,0.03,0.13,1.61,2.77,0.8,0.28,2.16,0.32,0,0,0,0,0,0,0,0,0,0,0,25.65,28.43,0.09,0.64,8.27,15.08,4.82,1.64,13.01,2.37,0,0,0,0,0,0,0,0,0,0,0
10,point,340,rock,0.13,0.15,0,0,0.05,0.09,2.94,0.03,1.21,3.96,0,0,0,0,0,0,0,0,0,0,0,5.89,1.2,0,0,0.47,0.84,30.44,0.27,12.39,48.51,0,0,0,0,0,0,0,0,0,0,0
10,point,341,mz84_seds,1.67,1.36,0.02,0.04,0.29,1.73,1.32,0.06,0.8,0.12,0,0,0,0,0,0,0,0,0,0,0,48.26,10.72,0.14,0.32,2.42,15.08,13.05,0.57,8.02,1.43,0,0,0,0,0,0,0,0,0,0,0
10,point,342,rock,1.02,12,0.06,0.35,3.79,5.75,0.16,0.54,0.11,0.78,0,0,0.03,0,0.03,0,0,0.1,0,0,0,15.07,34.59,0.16,1.31,15.04,24.64,0.76,2.46,0.52,4.46,0,0,0.19,0,0.15,0,0,0.66,0,0,0
10,point,343,mz84_seds,0,0.68,0,0.02,0.33,0.61,0.08,0.22,0.32,0.32,0.38,0,0.03,0,0,0,0,0,0,0,0,0,18.71,0,0.58,10.07,19.17,2.8,7.05,10.91,12.7,16.8,0,1.21,0,0,0,0,0,0,0,0
10,point,344,mz84_seds,0.25,1.36,0,0.04,0.86,2.22,0.07,0.34,0.16,0.49,0.02,0,0.1,0,0,0,0,0,0,0,0,14.79,16.22,0,0.53,12.29,34.13,1.2,5.57,2.7,10.03,0.54,0,2.01,0,0,0,0,0,0,0,0
10,point,345,rock,3.73,1.84,0,0.03,0.11,0.23,2.27,0.03,0.39,0.06,0,0,0,0,0,0,0,0,0,0,0,66.94,10.71,0,0.17,0.67,1.49,16.36,0.21,2.88,0.57,0,0,0,0,0,0,0,0,0,0,0
10,point,346,rock,0.42,3.94,0,0.06,3.06,2.38,1.44,0.4,0.23,2.48,1.8,0,0.03,0,0.08,0,0,0,0,0,0,8.63,17,0,0.33,16.18,13.36,8.67,2.29,1.34,17.36,14.12,0,0.23,0,0.49,0,0,0,0,0,0
10,point,347,rock,1.55,2.19,0.05,0.05,0.6,0.87,1.33,0.13,2.39,0.13,0,1.26,0,0.11,0,0,0,0,0,0,0,35.71,14.61,0.24,0.34,4.07,6.16,10.6,0.96,19.17,1.31,0,6.45,0,0.38,0,0,0,0,0,0,0
10,point,348,rock,0.41,0.65,0.02,0.04,0.62,0.74,1.63,0.12,0.23,0.13,0,0,0,0,0,0,0,0,0,0,0,30.24,9.12,0.22,0.52,9.42,11.9,29.25,2.21,4.25,2.86,0,0,0,0,0,0,0,0,0,0,0
10,point,349,rock,1.04,13.5,0,0.19,4.51,5.6,0.41,0.51,0.27,0.41,0,0,0.03,0,0,0,0,0,0,0,0,14.66,37.03,0,0.67,17.01,22.95,1.87,2.22,1.21,2.21,0,0,0.18,0,0,0,0,0,0,0,0
10,point,350,rock,0.14,1.58,0.02,0.11,2.18,3.15,0.35,0.6,0.18,0.49,0,0,0.1,0,0,0,0,0,0,0,0,7.01,13.3,0.14,1.01,21.79,34.76,4.35,7.01,2.1,7.08,0,0,1.44,0,0,0,0,0,0,0,0
10,point,351,rock,0.51,5.16,0.04,0.16,3.57,4.56,0.11,1.06,0.21,0.55,0,0,0.82,0,0,0,0,0,0,0,0,10.89,23.06,0.14,0.82,19.17,26.75,0.73,6.57,1.34,4.21,0,0,6.3,0,0,0,0,0,0,0,0
10,point,352,rock,0.51,7.24,0.05,0.21,3.09,4.43,0.3,0.77,0.87,0.58,0,0,0.08,0,0,0.38,0,0,0,0,0,10.17,29.3,0.17,1,15.71,24.36,1.84,4.48,5.19,4.22,0,0,0.55,0,0,3.02,0,0,0,0,0
10,point,353,rock,0.59,8.24,0.05,0.17,3.11,4.52,0.17,0.55,0.2,0.6,0,0,0.08,0,0,0,0,0,0,0.06,0,12.12,32.62,0.18,0.86,16.57,26.14,1.13,3.41,1.28,4.57,0,0,0.58,0,0,0,0,0,0,0.55,0
10,point,354,rock,0.49,12.55,0,0.26,3.81,6.32,0.23,0.85,0.25,0.6,0,0,0.05,0,0,0,0,0,0,0,0,7.94,37.18,0,1.03,15.63,28,1.12,4.05,1.22,3.54,0,0,0.28,0,0,0,0,0,0,0,0
10,point,355,rock,1.54,2.97,0.05,0.16,1.42,4.67,0.98,0.5,0.3,0.36,0,0,0.02,0,0,0,0,0,0,0,0,33.73,14.42,0.17,0.86,7.92,27.75,6.68,3.3,2.01,2.96,0,0,0.18,0,0,0,0,0,0,0,0
10,point,356,mz84_seds,0.89,5.56,0,0.17,2.58,4.05,0.77,0.55,0.57,0.66,0,0,0.03,0,0,0,0,0,0,0,0,19.14,24.42,0,0.91,14.07,23.83,5.08,3.44,3.68,5.18,0,0,0.24,0,0,0,0,0,0,0,0
10,point,357,rock,3.31,7.45,0.06,0.19,2.17,3.1,1.08,0.49,0.34,0.39,0,0,0.04,0,0,0,0,0,0,0,0,40.97,24.6,0.17,0.71,8.75,13.26,5.14,2.29,1.62,2.26,0,0,0.23,0,0,0,0,0,0,0,0
10,point,358,rock,0,18.37,0.08,0,3.4,9.28,0.06,3.6,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,43.39,0.17,0,10.84,31.66,0.24,13.33,0,0.36,0,0,0,0,0,0,0,0,0,0,0
10,point,359,rock,0.92,13.69,0,0.03,4.98,5.13,0.27,0.07,0.09,0.39,0,0,0,0,0,0,0,0,0,0,0,14,38.79,0,0.13,20.06,22.67,1.33,0.34,0.42,2.26,0,0,0,0,0,0,0,0,0,0,0
10,point,360,rock,0.33,5.94,0.03,0.39,3.24,4.48,0.14,0.65,0.14,0.75,0,0,0.07,0,0,0,0,0,0,0,0,8.42,26.86,0.13,2.24,19.48,29.4,1,4.49,1.01,6.41,0,0,0.57,0,0,0,0,0,0,0,0
10,point,361,rock,0.87,4.71,0,0.21,2.79,3.73,0.55,0.68,0.42,0.63,0,0,0.07,0,0,0.23,0,0,0,0,0,19.39,21.94,0,1.16,15.86,22.94,3.76,4.46,2.82,5.11,0,0,0.53,0,0,2.03,0,0,0,0,0
10,point,362,mz84_seds,0.06,0.47,0,0.03,0.6,1.14,0.14,0.52,0.36,0.55,0,0,0.06,0,0,0,0,0,0,0,0,5.4,9.26,0,0.73,13.31,27.01,3.74,12.83,9.09,16.81,0,0,1.83,0,0,0,0,0,0,0,0
10,point,363,rock,1.42,12.72,0,0.21,3.59,4.99,0.24,0.62,0.94,0.62,0.05,0.46,0.05,0,0.03,0,0,0,0,0,0,18.07,35.35,0,0.75,13.19,19.66,1.06,2.59,4.08,3.24,0.26,1.34,0.25,0,0.15,0,0,0,0,0,0
10,point,364,rock,0.33,5.7,0,0.18,3.55,4.94,0.09,0.69,0.48,0.58,0,0.17,0.05,0,0,0,0,0,0,0,0,8.09,25.46,0,0.96,20.2,30.88,0.65,4.56,3.27,4.73,0,0.81,0.39,0,0,0,0,0,0,0,0
10,point,365,rock,0.98,10.46,0.07,0.24,3.75,5.07,0.11,0.94,0.12,0.47,0,0,0.03,0,0,0,0,0,0,0,0,15.66,33.84,0.2,0.99,16.28,23.9,0.6,4.75,0.63,2.96,0,0,0.19,0,0,0,0,0,0,0,0
10,point,366,rock,0.3,5.1,0,0.18,2.73,4.77,0.22,0.8,0.21,0.55,0,0,0.04,0.12,0,0,0,0,0,0,0.02,8.25,25.25,0,1.1,17.33,32.96,1.74,5.89,1.6,5.03,0,0,0.32,0.35,0,0,0,0,0,0,0.18
10,point,367,rock,0.49,1.66,0.03,0.08,1.5,2.34,0.75,0.38,0.17,0.36,0,0,0.03,0,0,0,0,0.05,0,0,0,21.69,14.36,0.18,0.73,15.06,25.59,9.27,4.55,2.09,5.23,0,0,0.38,0,0,0,0,0.87,0,0,0
10,point,368,rock,1.11,18.51,0.05,0.23,4.76,5.88,0.21,0.69,0.15,0.54,0.1,0,0.06,0,0,0,0,0,0,0,0,12.75,42.54,0.12,0.72,15.65,20.87,0.83,2.62,0.57,2.54,0.5,0,0.28,0,0,0,0,0,0,0,0
10,point,369,rock,2.61,12.11,0,0.23,3.18,4.5,0.74,0.52,0.28,0.51,0,0,0.07,0,0,0,0,0,0,0,0,29.55,32.44,0,0.78,11.11,16.8,3.09,2.12,1.17,2.6,0,0,0.34,0,0,0,0,0,0,0,0
10,point,370,rock,0.29,1.23,0,0.11,2.18,3.25,0.24,0.66,0.26,0.67,0,0,0.06,0,0,0,0,0,0,0,0,12.43,9.87,0,1.01,20.41,33.46,2.81,7.23,2.92,9.01,0,0,0.86,0,0,0,0,0,0,0,0
10,point,371,rock,2.8,4.01,0.05,0.15,2.23,3.03,1.27,0.46,0.27,0.37,0,0,0.05,0,0,0,0,0,0,0,0,43.72,16.11,0.17,0.66,10.35,15.04,7.06,2.51,1.51,2.53,0,0,0.33,0,0,0,0,0,0,0,0
10,point,372,rock,0.34,7.89,0,0.27,3.55,5.11,0.12,0.88,0.45,0.62,0,0,0.08,0,0,0,0,0,0,0,0,7.09,30.83,0,1.31,18.29,28.66,0.75,5.21,2.72,4.55,0,0,0.57,0,0,0,0,0,0,0,0
10,point,373,rock,1.22,2.48,0.03,0.1,1.45,2.23,1.11,0.34,0.34,0.27,0,0,0.04,0.05,0,0,0,0,0,0,0,34.55,16.17,0.16,0.74,10.86,17.95,10.04,2.97,3.03,2.94,0,0,0.42,0.16,0,0,0,0,0,0,0
10,point,374,rock,1.01,2.78,0,0.16,1.66,2.48,0.65,0.48,0.35,0.48,0.04,0.1,0.03,0,0,0,0,0,0,0,0,28.47,17.83,0,1.13,12.59,20.09,5.94,4.19,3.12,5.19,0.53,0.62,0.29,0,0,0,0,0,0,0,0
10,point,375,rock,1.26,5.97,0,0.04,0.7,1.1,9.72,0.13,0.15,7.95,0,0,0.04,0,0,0,0,0,0,0,0,17.06,13.49,0,0.12,2.08,3.31,31.63,0.41,0.48,31.25,0,0,0.17,0,0,0,0,0,0,0,0
10,point,376,rock,3.3,3.18,0.04,0.17,1.53,2.16,1.3,0.3,0.32,0.45,0,0,0.04,0,0,0,0,0,0,0,0,51.1,13.98,0.15,0.81,7.64,11.44,7.66,1.72,1.91,3.27,0,0,0.31,0,0,0,0,0,0,0,0
10,point,377,rock,2.02,5.26,0.12,0.1,1.95,2.2,1.1,0.39,0.25,0.39,0.05,0,0,0,0,0,0,0,0,0,0,36.74,23.74,0.47,0.5,10.75,12.91,7.2,2.52,1.64,3.11,0.44,0,0,0,0,0,0,0,0,0,0
10,point,378,rock,0.29,1.93,0.02,0.1,2.42,3.35,0.21,0.68,0.22,0.48,0.03,0,0.07,0,0,0,0,0,0,0,0,11.56,14.41,0.13,0.87,21.33,32.68,2.27,7.04,2.31,6.06,0.49,0,0.83,0,0,0,0,0,0,0,0
10,point,379,rock,0,4.76,0,0.3,2.17,3.2,0.26,0.53,0.39,0.67,0.04,0,0.02,0,0,0,0,0,0,0,0,0,29.91,0,2.43,18.23,29.18,2.61,5.08,3.85,7.9,0.53,0,0.29,0,0,0,0,0,0,0,0
10,point,380,rock,0.26,7.34,0,0.14,3.78,5.13,0.1,0.69,0.24,0.4,0,0,0.03,0,0,0,0,0,0,0,0,6.2,30.6,0,0.73,20.93,31.33,0.68,4.44,1.59,3.24,0,0,0.26,0,0,0,0,0,0,0,0
10,point,381,rock,0,3.46,0,0.15,2.82,4.86,0.13,0.71,0.17,0.63,0.22,0,0.04,0,0,0,0,0,0,0,0,0,20.35,0,1.03,20.72,39.4,1.23,6.1,1.5,6.63,2.62,0,0.41,0,0,0,0,0,0,0,0
10,point,382,rock,3.74,8.45,0,0.28,1.93,2.58,1.1,0.28,0.58,0.52,0,0,0.03,0,0,0,0,0,0,0,0,42.23,26.62,0,1.03,7.52,10.61,5.02,1.26,2.63,2.93,0,0,0.14,0,0,0,0,0,0,0,0
10,point,383,rock,0.36,6.31,0.03,0.12,2.4,5.05,0.13,0.45,2.04,0.36,0,0.78,0.05,0.14,0,0,0,0,0,0,0,7.54,27.73,0.12,0.58,12.61,28.48,0.82,2.7,12.68,2.71,0,3.29,0.39,0.34,0,0,0,0,0,0,0
10,point,384,rock,1.39,11.61,0.04,0.2,3.98,5.25,0.38,1.24,0.14,0.44,0,0,0.03,0,0,0,0,0,0,0,0,18.81,33.41,0.12,0.73,15.08,21.51,1.72,5.43,0.64,2.39,0,0,0.16,0,0,0,0,0,0,0,0
10,point,385,rock,0.33,4.46,0.02,0.16,3.12,4.17,0.32,0.67,0.33,0.51,0,0.07,0.03,0.08,0,0,0,0,0,0,0,9.53,23.11,0.1,1.01,20.37,29.91,2.59,5.08,2.59,4.79,0,0.39,0.3,0.23,0,0,0,0,0,0,0
10,point,386,rock,0.83,10.5,0.06,0.18,2.76,3.76,0.3,0.5,2.15,0.43,0,1.03,1.53,0.23,0,0,0,0,0,0,0,10.88,34.33,0.17,0.69,10.83,15.61,1.36,2.17,9.63,2.35,0,3.11,8.42,0.46,0,0,0,0,0,0,0
10,point,387,rock,0.7,7.33,0.04,0.31,2.75,4.13,0.36,0.61,0.36,0.89,0,0,0.08,0.16,0,0.33,0,0,0,0,0,13.87,29.02,0.16,1.55,14.25,22.93,2.25,3.6,2.19,6.51,0,0,0.6,0.38,0,2.7,0,0,0,0,0
10,point,388,rock,0,5.4,0,0.04,0.48,0.45,6.14,0.04,0.24,9.47,0.05,0,0,0,0,0,0,0,0,0,0,0,15.4,0,0.16,2.07,1.93,28.05,0.19,1.08,50.8,0.33,0,0,0,0,0,0,0,0,0,0
10,point,389,rock,3.94,5.04,0.03,0.09,1.56,1.87,2.61,0.22,0.26,1.69,0.06,0,0.03,0,0,0,0,0,0,0,0,47.08,16.05,0.09,0.31,5.89,7.39,11.4,0.94,1.13,9.16,0.38,0,0.17,0,0,0,0,0,0,0,0
10,point,390,rock,1.54,1.6,0.02,0.06,0.97,1.69,1.29,0.22,0.29,0.28,0,0,0.04,0,0,0,0,0,0,0,0,44.62,11.58,0.12,0.45,7.82,14.4,12.34,2.11,2.8,3.26,0,0,0.51,0,0,0,0,0,0,0,0
10,point,391,rock,0.92,4.63,0.03,0.15,2.66,3.53,0.54,0.54,0.27,0.42,0,0,0.12,0,0,0,0,0,0,0,0,21.86,22.94,0.15,0.88,16.23,23.37,4.04,3.84,1.98,3.7,0,0,1.01,0,0,0,0,0,0,0,0
10,point,392,rock,0.63,5.29,0.02,0.11,2.51,4.48,0.48,0.48,0.2,0.43,0.06,0,0.06,0,0,0,0,0,0,0,0,15.8,25.43,0.08,0.64,15.25,29.47,3.55,3.41,1.42,3.81,0.63,0,0.5,0,0,0,0,0,0,0,0
10,point,393,mz84_seds,0.4,1.91,0,0.08,0.68,1.07,0.39,0.23,4.34,0.31,0.07,0.05,0,0,0,0,0,0,0,0,0,10.48,18.16,0,0.72,6.07,9.91,3.89,2.11,43.64,3.81,0.87,0.33,0,0,0,0,0,0,0,0,0
10,point,394,rock,0.82,9.33,0,0.22,2.85,4.3,0.36,0.64,0.31,0.58,0,0,0.06,0,0,0,0,0,0,0,0,14.99,34.52,0,1.05,14.18,23.03,2.16,3.69,1.83,4.11,0,0,0.44,0,0,0,0,0,0,0,0
